layers	Hv98_231	b1_3	AV040	ZfB1	Hm21	C4	Hv98_241	ANYA_18196	KMM366	ANYA_14430	AV183026	FDAARGOS_632	Hm22	KMM358	ANYA_13997	Ho04_635	FC951	AV0110	Hv98_232	Hv98_225	AV1708_29120	D3	KMM289	Hv98_571
ANYA_13997	0.9625746716417911	0.9576407991696938	0.962323070722829	0.9616135943420057	0.9627620149068323	0.961712218045113	0.9632001073926074	0.9636074305555556	0.9605197521497219	0.9736671897460469	0.9616121114442779	0.9636784949311152	0.9624295541871921	0.9605511608497724	1.0	0.962634094977623	0.9613809117032394	0.9637121965020577	0.9625449189728248	0.9629835483870968	0.9596333924843425	0.9627098554092435	0.9618259735301604	0.9624827790150953
ANYA_14430	0.9633783504637752	0.958446840041819	0.9626495240585773	0.9621011772216548	0.9629412189054728	0.9612221061814554	0.9630698747808665	0.9639012398639812	0.9605253420112303	1.0	0.9617426961770624	0.9632021925272445	0.963178409374221	0.9605309264931087	0.9736155643994212	0.9629616132264528	0.961698430647292	0.9635464776274714	0.9634214493845769	0.9632424752217007	0.9587126708562451	0.9623451144045762	0.9625304373706004	0.9632250476190478
ANYA_18196	0.9648016088409149	0.9586016813243664	0.963698779626828	0.96214900130039	0.9648342160367723	0.9630432940875352	0.9649957510288065	1.0	0.961547890946502	0.9638432428198433	0.9628846179572935	0.9656689595375723	0.9630148604353391	0.9615800334362139	0.9634453139475038	0.964742450025628	0.9629558993183011	0.9652426164694032	0.9648097371811389	0.9639815136793661	0.961194001019368	0.9638102166064981	0.9634852316852188	0.9630170709146968
AV0110	0.9651691895357783	0.9580846573957016	0.9620178238083353	0.9611253791841005	0.9649966539050536	0.961736467611336	0.9650502296504211	0.9646670546558705	0.9611931294964029	0.9629060311284048	0.9625267914849961	0.9655861748768472	0.9636434610472542	0.9612174563206577	0.963174537444934	0.9653915390485881	0.9628641847117139	1.0	0.9651713705322705	0.9644868754716983	0.9593489489795919	0.9634327054361568	0.963005707440101	0.9636607923076924
AV040	0.962517738771296	0.956758456728364	1.0	0.9611903082549634	0.962475674980715	0.9611768437180797	0.962591567774936	0.9637972167549838	0.96012556012333	0.962047540898468	0.9614522027340726	0.9632193350062735	0.9619440086536014	0.9601348997944503	0.9617684067357513	0.9624679404975635	0.9605610042060989	0.9622322877122876	0.9626024146845916	0.9626350608210846	0.9587309640102827	0.9613348382204248	0.9612847682119205	0.9620081778686431
AV1708_29120	0.9595180496732025	0.9588582943568886	0.958642726108122	0.9571466815907296	0.9591717202906072	0.9572295918367347	0.9591637324675325	0.9618214289385761	0.9573328210471478	0.9584324856096287	0.9583036313868614	0.9604844934598614	0.9590180108780109	0.9573812555352956	0.9596128908709339	0.9596851758270383	0.9578002182592495	0.9598409281513679	0.9595600000000001	0.9593728149300157	1.0	0.9581716032116032	0.9589264868386761	0.9590814085239086
AV183026	0.9622788554216867	0.9567345182895415	0.9613175841685943	0.9616528921193573	0.9623757606794904	0.9602106597479615	0.9620864141922496	0.963209948546437	0.9592867819548871	0.9614764496745118	1.0	0.9629057297019529	0.9616550721752117	0.9592932464276761	0.9615030728775358	0.9623224250818433	0.9608154047681425	0.9628900306670075	0.9623155076845553	0.961593938697318	0.957943594517714	0.9617637126054718	0.9607699336226704	0.9617236463536465
C4	0.9621318874416319	0.9557696575342465	0.9610142436652163	0.9601642760351318	0.9622385728226397	1.0	0.961167656364079	0.9626041787994892	0.9598390159118728	0.9612440307768678	0.9604831111111112	0.9613841118421053	0.9609521869702106	0.9598367392900856	0.961328984669515	0.9624398204623709	0.9594187594278283	0.9621308278313865	0.9621284823848238	0.9609757989364396	0.9575249547920435	0.9609007303370786	0.9603021079881658	0.9610147773180822
D3	0.9629835756638307	0.9565594674556214	0.9616666022871664	0.9613881839438816	0.9626624243977449	0.9608115343375032	0.9631052998965873	0.9638483687759337	0.9597926776519053	0.9619618436043501	0.961565316747884	0.9636226806765761	0.9626508297055056	0.9598262487126674	0.9620339818181818	0.9629311051143665	0.9618013020968161	0.9636507132018209	0.9630563182406209	0.9625269183040331	0.9582533385294884	1.0	0.9613638473360656	0.9626610382934979
FC951	0.9622117781274588	0.9562737034099921	0.9607289327753072	0.9619388365019014	0.9622921443406023	0.9594612597200621	0.962174873665017	0.9635717046944662	0.9587146972860126	0.9613786082609839	0.9606510251046027	0.9634736102403344	0.9611067819079803	0.9586900052178452	0.960840460251046	0.9624869266770669	1.0	0.9631932727744615	0.962258013662638	0.9619236854583774	0.9575329207527166	0.9620198022090932	0.960677579519007	0.9611359926950169
