layers	Hv98_231	b1_3	AV040	ZfB1	Hm21	C4	Hv98_241	ANYA_18196	KMM366	ANYA_14430	AV183026	FDAARGOS_632	Hm22	KMM358	ANYA_13997	Ho04_635	FC951	AV0110	Hv98_232	Hv98_225	AV1708_29120	D3	KMM289	Hv98_571
ANYA_13997	0.8841029916967462	0.8470505379480905	0.8470152698013228	0.8693911672885761	0.8851536341430494	0.8775450757394337	0.8802313329182432	0.8555159816953964	0.8702214926698858	0.9214171263862341	0.8807810370576786	0.8472362399801453	0.8923868697995812	0.870267210637918	1.0	0.8838471887803753	0.8405555386229748	0.8559418119119254	0.8818989502283722	0.8441609446638423	0.8431399100444553	0.8512082605837096	0.8646850467411797	0.8876881512089136
ANYA_14430	0.8824929918457518	0.8449078811294731	0.8464688403320233	0.8647170147173969	0.8893654057631216	0.8862264515642899	0.8827987625024707	0.8453750550114173	0.8662207511256182	1.0	0.8794680464203538	0.8527017567616266	0.8866436101030993	0.8661526079506923	0.9188606985330653	0.8828120853667992	0.8352225955779011	0.850248820871905	0.8805882590620048	0.8467208827162044	0.8444391783942454	0.849917059709365	0.8546820585791056	0.8817589238620145
ANYA_18196	0.8789963050943991	0.8730932939114847	0.8976879835670881	0.8676364120047385	0.885340312500279	0.8826450132164961	0.87872336056976	1.0	0.8784564418032282	0.8654490618117803	0.8786133346902448	0.9013746316476386	0.8813831748335775	0.8784481842828589	0.8779174712169621	0.8820542657457523	0.8606862579685072	0.8979149537891306	0.876634654268781	0.8832391083306329	0.8863162621374391	0.8760363188063465	0.8732318863479531	0.8779257287373314
AV0110	0.8466839072232903	0.8575376147858488	0.8703643146193005	0.8285318211702264	0.8507828967049508	0.8566536576752335	0.850806897479833	0.8585653622531242	0.8444766931046631	0.8365176504269995	0.8463560394949894	0.8825305645582272	0.8490499121828791	0.8443144735815756	0.8374607523042887	0.8536681327139991	0.8307510356762947	1.0	0.8443412601606852	0.8617818946725995	0.850262165607061	0.858669722765335	0.8610445137228716	0.8454182949335222
AV040	0.870354881984796	0.8985018818943833	1.0	0.8607000518262362	0.8741686531909567	0.8804906542834617	0.8784369313803306	0.8922209774743585	0.875417547746003	0.8659386557744935	0.8719878638194003	0.8974504735114174	0.8826299026941867	0.8754186584668808	0.8672186505141194	0.8758807183520634	0.8545282201964154	0.9016101231989383	0.8688023163417475	0.8863863607030508	0.8753497937724546	0.8893366574987766	0.8831777102311388	0.8783973897170794
AV1708_29120	0.8591821693170953	0.8846884112248795	0.8773685042018973	0.8513238737224381	0.8662296601663783	0.8691222488688396	0.8649226846902777	0.8747643300128631	0.862119197852134	0.8588255396606619	0.8624244995019406	0.8772856239141404	0.8672411107558393	0.8620845347827236	0.8570075061099215	0.8624764941060561	0.8423370285794786	0.8795053935513804	0.8570001735375462	0.865694160183821	1.0	0.8678870437223515	0.8621925235758867	0.8637281419905979
AV183026	0.8827608712316166	0.8589472070434411	0.8624503115452425	0.8683001346926708	0.8874983300298952	0.8968854236248754	0.8807141996736714	0.8624619192062988	0.8843162978131605	0.8849849428924977	1.0	0.8633780483798552	0.8901751004719719	0.8840985994152367	0.8847431531225703	0.8801565939180236	0.844593567603675	0.8678932095182821	0.8793298218333534	0.8657330894994469	0.8560529572159135	0.8668375693995773	0.8685848509072591	0.8866176808769259
C4	0.8357078302980697	0.8089062819725803	0.8028235746928196	0.8175226386168682	0.8420144471402912	1.0	0.8435048768842507	0.8040586297952781	0.8392028900776599	0.8277256472468258	0.8320390020819732	0.8119123135237316	0.8472205982181428	0.8391980180654214	0.8169162760936856	0.8353075132924734	0.7881330367901884	0.809282847918514	0.8335755129416885	0.8094598643631793	0.7943690094549517	0.8038818163511227	0.8334429536086995	0.8429541365007909
D3	0.8562737037238973	0.8569153263180852	0.8684965923341148	0.8481099176707922	0.8609942751213129	0.8635697072133471	0.8533901095905349	0.850927648437926	0.8566612507496865	0.8515832288315796	0.8603513439834252	0.8616897660978137	0.8606577612998201	0.8566760809116187	0.8487223161223488	0.8585119677225888	0.8512351562074042	0.872955454991549	0.8530891445395562	0.851798048088981	0.849571342892972	1.0	0.8609336459298839	0.8572040782945314
FC951	0.7913085765809855	0.7844464070357183	0.7941618507212865	0.8185551238540175	0.7993785965370431	0.8006076264834671	0.796451913714983	0.7924570009160663	0.7955181635080714	0.7892562178901276	0.7938912461689202	0.796409554643716	0.7975092454841837	0.7958817112653539	0.7932939010134304	0.7978925333911829	1.0	0.8003078229596448	0.7893098864221698	0.7867023360205297	0.7827510160522374	0.8085404935243056	0.8032774817326506	0.7942190149048411
