gene_callers_id	contig	start	stop	direction	partial	call_type	source	version
1	1	69	1371	f	0	1	Prodigal	002006
2	1	1454	2558	f	0	1	Prodigal	002006
3	1	2560	3664	f	0	1	Prodigal	002006
4	1	3660	6072	f	0	1	Prodigal	002006
5	1	6191	6569	r	0	1	Prodigal	002006
6	1	6635	7340	r	0	1	Prodigal	002006
7	1	7405	8365	r	0	1	Prodigal	002006
8	1	8456	9227	r	0	1	Prodigal	002006
9	1	9507	9921	f	0	1	Prodigal	002006
10	1	10012	10453	f	0	1	Prodigal	002006
11	1	10525	11776	r	0	1	Prodigal	002006
12	1	12069	12303	f	0	1	Prodigal	002006
13	1	12232	13057	r	0	1	Prodigal	002006
14	1	13149	14277	f	0	1	Prodigal	002006
15	1	14281	14965	r	0	1	Prodigal	002006
16	1	15023	17612	r	0	1	Prodigal	002006
17	1	17738	18266	r	0	1	Prodigal	002006
18	1	18328	20386	r	0	1	Prodigal	002006
19	1	20453	22148	r	0	1	Prodigal	002006
20	1	22510	23860	r	0	1	Prodigal	002006
21	1	23936	25904	r	0	1	Prodigal	002006
22	1	26022	29103	r	0	1	Prodigal	002006
23	1	29118	30252	r	0	1	Prodigal	002006
24	1	30248	30845	r	0	1	Prodigal	002006
25	1	31719	32235	f	0	1	Prodigal	002006
26	1	32269	33085	r	0	1	Prodigal	002006
27	1	33174	34215	r	0	1	Prodigal	002006
28	1	34214	34874	r	0	1	Prodigal	002006
29	1	34873	35605	r	0	1	Prodigal	002006
30	1	35649	37767	r	0	1	Prodigal	002006
31	1	37898	38174	r	0	1	Prodigal	002006
32	1	38254	38881	r	0	1	Prodigal	002006
33	1	39184	40237	r	0	1	Prodigal	002006
34	1	40459	41173	f	0	1	Prodigal	002006
35	1	41243	42107	f	0	1	Prodigal	002006
36	1	42113	42968	r	0	1	Prodigal	002006
37	1	43010	43469	f	0	1	Prodigal	002006
38	1	43593	43755	r	0	1	Prodigal	002006
39	1	43739	44639	r	0	1	Prodigal	002006
40	1	44730	45690	f	0	1	Prodigal	002006
41	1	45668	46565	r	0	1	Prodigal	002006
42	1	46592	46682	r	0	1	Prodigal	002006
43	1	46874	47312	r	0	1	Prodigal	002006
44	1	47713	48901	f	0	1	Prodigal	002006
45	1	48993	49518	f	0	1	Prodigal	002006
46	1	49668	50853	f	0	1	Prodigal	002006
47	1	50934	52608	f	0	1	Prodigal	002006
48	1	52654	53398	f	0	1	Prodigal	002006
49	1	53507	54698	f	0	1	Prodigal	002006
50	1	54771	55896	r	0	1	Prodigal	002006
51	1	55892	56402	r	0	1	Prodigal	002006
52	1	56465	56768	r	0	1	Prodigal	002006
53	1	56772	57699	r	0	1	Prodigal	002006
54	1	57808	58711	f	0	1	Prodigal	002006
55	1	58976	60815	f	0	1	Prodigal	002006
56	1	60926	61730	f	0	1	Prodigal	002006
57	1	61737	62229	r	0	1	Prodigal	002006
58	1	62641	62755	f	0	1	Prodigal	002006
59	1	68233	69070	f	0	1	Prodigal	002006
60	1	69091	69526	r	0	1	Prodigal	002006
61	1	69539	70760	r	0	1	Prodigal	002006
62	1	70941	72954	f	0	1	Prodigal	002006
63	1	72956	75233	r	0	1	Prodigal	002006
64	1	75317	75767	r	0	1	Prodigal	002006
65	1	75970	76999	r	0	1	Prodigal	002006
66	1	77054	78245	r	0	1	Prodigal	002006
67	1	78360	79005	r	0	1	Prodigal	002006
68	1	79163	80120	f	0	1	Prodigal	002006
69	1	80238	82002	f	0	1	Prodigal	002006
70	1	82008	83208	f	0	1	Prodigal	002006
71	1	83210	84302	f	0	1	Prodigal	002006
72	1	84342	85056	f	0	1	Prodigal	002006
73	1	85059	86076	f	0	1	Prodigal	002006
74	1	86104	87202	f	0	1	Prodigal	002006
75	1	87217	88537	f	0	1	Prodigal	002006
76	1	88581	89121	r	0	1	Prodigal	002006
77	1	89419	90136	f	0	1	Prodigal	002006
78	1	90196	91018	f	0	1	Prodigal	002006
79	1	91058	91694	f	0	1	Prodigal	002006
80	1	91751	92882	f	0	1	Prodigal	002006
81	1	93273	93930	f	0	1	Prodigal	002006
82	1	94198	94711	f	0	1	Prodigal	002006
83	1	94812	95313	r	0	1	Prodigal	002006
84	1	95623	95821	f	0	1	Prodigal	002006
85	1	96083	96611	f	0	1	Prodigal	002006
86	1	96887	98957	f	0	1	Prodigal	002006
87	1	99076	101248	r	0	1	Prodigal	002006
88	1	101755	102754	f	0	1	Prodigal	002006
89	1	102839	104405	f	0	1	Prodigal	002006
90	1	104404	105523	f	0	1	Prodigal	002006
91	1	105525	106491	f	0	1	Prodigal	002006
92	1	106756	108748	r	0	1	Prodigal	002006
93	1	109097	110039	f	0	1	Prodigal	002006
94	1	110119	111544	r	0	1	Prodigal	002006
95	1	111702	112641	r	0	1	Prodigal	002006
96	1	112644	113754	r	0	1	Prodigal	002006
97	1	113750	114572	r	0	1	Prodigal	002006
98	1	114526	115561	r	0	1	Prodigal	002006
99	1	115557	116526	r	0	1	Prodigal	002006
100	1	116522	117164	r	0	1	Prodigal	002006
101	1	117441	118770	r	0	1	Prodigal	002006
102	1	118836	119370	r	0	1	Prodigal	002006
103	1	119557	120403	r	0	1	Prodigal	002006
