gene_callers_id	contig	start	stop	direction	partial	call_type	source	version
1	1	3	2259	f	0	1	Prodigal	002006
2	1	2345	2906	f	0	1	Prodigal	002006
3	1	2961	3678	f	0	1	Prodigal	002006
4	1	3814	5395	r	0	1	Prodigal	002006
5	1	5519	6086	r	0	1	Prodigal	002006
6	1	6791	7238	r	0	1	Prodigal	002006
7	1	7450	8503	f	0	1	Prodigal	002006
8	1	8577	9714	f	0	1	Prodigal	002006
9	1	9767	10103	f	0	1	Prodigal	002006
10	1	10121	11975	f	0	1	Prodigal	002006
11	1	11985	12933	f	0	1	Prodigal	002006
12	1	13017	13386	f	0	1	Prodigal	002006
13	1	13476	14421	f	0	1	Prodigal	002006
14	1	14486	15359	r	0	1	Prodigal	002006
15	1	15370	16366	r	0	1	Prodigal	002006
16	1	16555	17089	f	0	1	Prodigal	002006
17	1	17041	17458	r	0	1	Prodigal	002006
18	1	17645	18368	f	0	1	Prodigal	002006
19	1	18421	18964	f	0	1	Prodigal	002006
20	1	18990	20232	f	0	1	Prodigal	002006
21	1	20273	20657	f	0	1	Prodigal	002006
22	1	20672	20996	f	0	1	Prodigal	002006
23	1	21114	21633	f	0	1	Prodigal	002006
24	1	21661	23509	f	0	1	Prodigal	002006
25	1	23510	23849	f	0	1	Prodigal	002006
26	1	24022	25327	f	0	1	Prodigal	002006
27	1	25323	26607	f	0	1	Prodigal	002006
28	1	26874	27303	f	0	1	Prodigal	002006
29	1	27470	28574	f	0	1	Prodigal	002006
30	1	28600	29377	f	0	1	Prodigal	002006
31	1	29366	30335	f	0	1	Prodigal	002006
32	1	30345	31461	f	0	1	Prodigal	002006
33	1	31599	32877	f	0	1	Prodigal	002006
34	1	32880	33531	f	0	1	Prodigal	002006
35	1	33523	34708	f	0	1	Prodigal	002006
36	1	34782	36279	f	0	1	Prodigal	002006
37	1	36427	36652	f	0	1	Prodigal	002006
38	1	36695	36887	r	0	1	Prodigal	002006
39	1	37018	38503	r	0	1	Prodigal	002006
40	1	38652	42576	f	0	1	Prodigal	002006
41	1	42640	44185	r	0	1	Prodigal	002006
42	1	44186	45644	r	0	1	Prodigal	002006
43	1	45640	46777	r	0	1	Prodigal	002006
44	1	47012	48476	r	0	1	Prodigal	002006
45	1	48472	50017	r	0	1	Prodigal	002006
46	1	50115	51963	r	0	1	Prodigal	002006
47	1	51959	52268	r	0	1	Prodigal	002006
48	1	52264	52816	r	0	1	Prodigal	002006
49	1	52826	53369	r	0	1	Prodigal	002006
50	1	53379	54348	r	0	1	Prodigal	002006
51	1	54344	57101	r	0	1	Prodigal	002006
52	1	57142	58528	r	0	1	Prodigal	002006
53	1	58524	59067	r	0	1	Prodigal	002006
54	1	59147	60953	r	0	1	Prodigal	002006
55	1	60955	61630	r	0	1	Prodigal	002006
56	1	61659	62064	r	0	1	Prodigal	002006
57	1	62441	63317	r	0	1	Prodigal	002006
58	1	63294	64053	r	0	1	Prodigal	002006
59	1	64673	65291	r	0	1	Prodigal	002006
60	1	65311	66037	r	0	1	Prodigal	002006
61	1	66033	66624	r	0	1	Prodigal	002006
62	1	66709	67447	r	0	1	Prodigal	002006
63	1	67440	68346	r	0	1	Prodigal	002006
64	1	68345	69167	r	0	1	Prodigal	002006
65	1	69169	69967	r	0	1	Prodigal	002006
66	1	69959	70730	r	0	1	Prodigal	002006
67	1	70836	71379	f	0	1	Prodigal	002006
68	1	71595	71877	f	0	1	Prodigal	002006
69	1	71948	72908	r	0	1	Prodigal	002006
70	1	72995	73403	f	0	1	Prodigal	002006
71	1	73490	74192	f	0	1	Prodigal	002006
72	1	74304	75324	f	0	1	Prodigal	002006
73	1	75413	75845	r	0	1	Prodigal	002006
74	1	75853	76876	r	0	1	Prodigal	002006
75	1	76930	77869	r	0	1	Prodigal	002006
76	1	78679	80683	f	0	1	Prodigal	002006
77	1	80826	82392	f	0	1	Prodigal	002006
78	1	82463	83189	f	0	1	Prodigal	002006
79	1	83380	84145	f	0	1	Prodigal	002006
80	1	84180	84693	f	0	1	Prodigal	002006
81	1	84838	86062	r	0	1	Prodigal	002006
82	1	86157	87033	f	0	1	Prodigal	002006
83	1	87096	88053	f	0	1	Prodigal	002006
84	1	88132	88726	r	0	1	Prodigal	002006
85	1	88974	89667	f	0	1	Prodigal	002006
86	1	89761	91432	f	0	1	Prodigal	002006
87	1	91524	91809	f	0	1	Prodigal	002006
88	1	91967	92252	f	0	1	Prodigal	002006
89	1	92261	93428	f	0	1	Prodigal	002006
90	1	93446	94148	f	0	1	Prodigal	002006
91	1	94122	94713	r	0	1	Prodigal	002006
92	1	94714	95338	f	0	1	Prodigal	002006
93	1	95358	96066	f	0	1	Prodigal	002006
94	1	96127	96799	f	0	1	Prodigal	002006
95	1	96800	97031	f	0	1	Prodigal	002006
96	1	97027	97603	f	0	1	Prodigal	002006
97	1	97672	98077	r	0	1	Prodigal	002006
98	1	98639	100220	f	0	1	Prodigal	002006
99	1	100311	100893	f	0	1	Prodigal	002006
100	1	100973	102311	r	0	1	Prodigal	002006
101	1	102469	102925	f	0	1	Prodigal	002006
102	1	103447	104155	r	0	1	Prodigal	002006
103	1	104166	106719	r	0	1	Prodigal	002006
104	1	106869	107052	r	0	1	Prodigal	002006
105	1	107106	108432	r	0	1	Prodigal	002006
106	1	108453	109164	r	0	1	Prodigal	002006
107	1	110008	110863	f	0	1	Prodigal	002006
108	1	110980	111199	r	0	1	Prodigal	002006
109	1	111428	111746	f	0	1	Prodigal	002006
110	1	111805	114061	f	0	1	Prodigal	002006
111	1	114129	114348	r	0	1	Prodigal	002006
112	1	114416	115133	r	0	1	Prodigal	002006
113	1	115129	115837	r	0	1	Prodigal	002006
114	1	115856	116327	f	0	1	Prodigal	002006
115	1	116435	117683	r	0	1	Prodigal	002006
116	1	117745	118696	r	0	1	Prodigal	002006
117	1	118880	119996	r	0	1	Prodigal	002006
118	1	120146	120638	f	0	1	Prodigal	002006
119	1	120840	123357	f	0	1	Prodigal	002006
120	1	123425	124046	f	0	1	Prodigal	002006
121	1	124122	125460	f	0	1	Prodigal	002006
122	1	125506	125665	f	0	1	Prodigal	002006
123	1	125766	127062	f	0	1	Prodigal	002006
124	1	127249	127738	f	0	1	Prodigal	002006
125	1	127759	129280	f	0	1	Prodigal	002006
126	1	129485	130244	f	0	1	Prodigal	002006
127	1	130547	131192	f	0	1	Prodigal	002006
128	1	131290	132265	f	0	1	Prodigal	002006
129	1	132299	132692	f	0	1	Prodigal	002006
130	1	132878	134183	f	0	1	Prodigal	002006
131	1	134363	134726	f	0	1	Prodigal	002006
132	1	134901	135396	f	0	1	Prodigal	002006
133	1	135358	137062	r	0	1	Prodigal	002006
134	1	137188	138463	f	0	1	Prodigal	002006
135	1	138547	140545	r	0	1	Prodigal	002006
136	1	140740	141292	r	0	1	Prodigal	002006
137	1	141536	142307	f	0	1	Prodigal	002006
138	1	142319	142781	r	0	1	Prodigal	002006
139	1	142821	143007	f	0	1	Prodigal	002006
140	1	142928	143876	r	0	1	Prodigal	002006
141	1	144169	145813	r	0	1	Prodigal	002006
142	1	145982	146735	f	0	1	Prodigal	002006
143	1	146731	147658	f	0	1	Prodigal	002006
144	1	147883	148972	f	0	1	Prodigal	002006
145	1	149199	150483	f	0	1	Prodigal	002006
146	1	150703	151759	f	0	1	Prodigal	002006
147	1	151885	153481	r	0	1	Prodigal	002006
148	1	153635	155099	f	0	1	Prodigal	002006
149	1	155198	156587	r	0	1	Prodigal	002006
150	1	156769	157246	r	0	1	Prodigal	002006
151	1	157596	158205	f	0	1	Prodigal	002006
152	1	158409	159399	f	0	1	Prodigal	002006
153	1	159562	162217	r	0	1	Prodigal	002006
154	1	162303	164250	r	0	1	Prodigal	002006
155	1	164497	165217	f	0	1	Prodigal	002006
156	1	165313	166693	r	0	1	Prodigal	002006
157	1	166982	167534	f	0	1	Prodigal	002006
158	1	167978	169442	f	0	1	Prodigal	002006
159	1	169526	171116	f	0	1	Prodigal	002006
160	1	171495	171768	f	0	1	Prodigal	002006
161	1	172066	175909	f	0	1	Prodigal	002006
162	1	176227	177055	r	0	1	Prodigal	002006
163	1	177106	177871	r	0	1	Prodigal	002006
164	1	178189	179569	f	0	1	Prodigal	002006
165	1	179853	180501	f	0	1	Prodigal	002006
166	1	180832	183619	r	0	1	Prodigal	002006
167	1	183781	184249	f	0	1	Prodigal	002006
168	1	184382	184589	f	0	1	Prodigal	002006
169	1	184752	185670	f	0	1	Prodigal	002006
170	1	185773	187390	r	0	1	Prodigal	002006
171	1	187772	188807	f	0	1	Prodigal	002006
172	1	189046	192514	r	0	1	Prodigal	002006
173	1	192569	193145	r	0	1	Prodigal	002006
174	1	193221	194457	f	0	1	Prodigal	002006
175	1	194545	195244	f	0	1	Prodigal	002006
176	1	195243	196485	f	0	1	Prodigal	002006
177	1	196572	197163	r	0	1	Prodigal	002006
178	1	197255	197690	r	0	1	Prodigal	002006
179	1	198131	199442	f	0	1	Prodigal	002006
180	1	199528	200152	f	0	1	Prodigal	002006
181	1	200222	201497	f	0	1	Prodigal	002006
182	1	201638	203993	f	0	1	Prodigal	002006
183	1	204233	204506	f	0	1	Prodigal	002006
184	1	204656	206570	f	0	1	Prodigal	002006
185	1	206780	208373	r	0	1	Prodigal	002006
186	1	208435	209689	r	0	1	Prodigal	002006
187	1	209667	209871	r	0	1	Prodigal	002006
188	1	209831	210239	r	0	1	Prodigal	002006
189	1	210329	210545	r	0	1	Prodigal	002006
190	1	210556	210748	r	0	1	Prodigal	002006
191	1	210871	211930	r	0	1	Prodigal	002006
192	1	211941	213354	r	0	1	Prodigal	002006
193	1	213430	213928	r	0	1	Prodigal	002006
194	1	213924	214209	r	0	1	Prodigal	002006
195	1	214585	215779	f	0	1	Prodigal	002006
196	1	215790	216144	f	0	1	Prodigal	002006
197	1	217112	217751	r	0	1	Prodigal	002006
198	1	217842	218046	f	0	1	Prodigal	002006
199	1	218211	218496	f	0	1	Prodigal	002006
200	1	218500	218722	f	0	1	Prodigal	002006
201	1	218776	218929	f	0	1	Prodigal	002006
202	1	218925	219297	f	0	1	Prodigal	002006
203	1	219293	220109	f	0	1	Prodigal	002006
204	1	220086	220581	f	0	1	Prodigal	002006
205	1	221085	221688	r	0	1	Prodigal	002006
206	1	221684	222830	r	0	1	Prodigal	002006
207	1	223225	223906	r	0	1	Prodigal	002006
208	1	224325	225189	r	0	1	Prodigal	002006
209	1	225646	225937	f	0	1	Prodigal	002006
210	1	226041	227181	f	0	1	Prodigal	002006
211	1	227177	227672	f	0	1	Prodigal	002006
212	1	227736	228099	f	0	1	Prodigal	002006
213	1	228342	228927	r	0	1	Prodigal	002006
214	1	229013	229568	r	0	1	Prodigal	002006
215	1	230500	231559	r	0	1	Prodigal	002006
216	1	232292	232883	f	0	1	Prodigal	002006
217	1	232882	233218	f	0	1	Prodigal	002006
218	1	233229	233931	f	0	1	Prodigal	002006
219	1	233968	234556	r	0	1	Prodigal	002006
220	1	234545	235448	r	0	1	Prodigal	002006
221	1	235444	235981	r	0	1	Prodigal	002006
222	1	236163	237444	r	0	1	Prodigal	002006
223	1	237447	237870	r	0	1	Prodigal	002006
224	1	237993	239310	f	0	1	Prodigal	002006
